name,city,Company Full Url
GLOBAL-IMMO,1212 Grand-Lancy,https://global-immo.ch
Esplanade de Pont-Rouge 4,1212 Grand-Lancy,
GontImmo,1205 Genève,
GPF - Gérance,1201 Genève,https://www.gerances.ch/en/
GPF - Gérance Locations,1201 Genève,
GPF - Ventes résidentielles,1201 Genève,https://www.gerances.ch/
GREIT SA,1204 Genève,http://www.greit.ch
Groppimmo SA,1205 Genève,
Groupe Fondeco,1206 Genève,http://www.fondeco.ch
GVA Connect Sàrl,1208 Genève,https://gva-connect.ch/
GVA-IMMO SA,1207 Genève,http://gva-immo.ch
Haener & Cie SA,1208 Genève,
HAYI SA,1204 Genève,https://www.hayi.ch/
Helpimmobilier,1224 Chêne-Bougeries,https://www.help-immobilier.com/
Henbad SA,1204 Genève,
HLP – Homeloc & Prestige,1228 Plan-les-Ouates,https://homeloc.ch/
HOME & THE CITY Real Estate,1253 Vandoeuvres,https://www.homecity.com/
Home Location,1201 Genève,https://homelocation.ch
Home Sweet Home,1207 Genève,https://homesweethomestl.org/
Homenhancement SA,1201 Genève,http://www.homenhancement.ch
HomeStyle,1201 Genève,https://www.homestylepizza.com/
Horizon Immobilier,1213 Onex,https://remax.ch
House Immobilier,1222 Vésenaz,http://house-immobilier.ch
HOUSE PARTNER SA,1205 Genève,http://www.housepartner.ch/
HP Immobilier,1208 Genève,https://carmen-immobilier.com
HSO Trade&Services,1227 Les Acacias,https://hsotrade.ch
Hunter Flat Relocation & Services Sàrl,1203 Genève,
id50,1205 Genève,
rue des Bains 50,1205 Genève,
igloo,1204 Genève,https://www.igloocoolers.com/?srsltid=AfmBOoowEqVvkGnem_KGMMlGccXpL2HNMuTMi_kgpiipzDHmRZI4JdEX
IGM Immobilier,1204 Genève,http://igm-immobilier.ch
Ikami,1204 Genève,https://ikami.ch
Imges Sàrl,1206 Genève,http://www.imges.ch/
Immo Calvin,1206 Genève,https://www.calvin-immo.com/
IMMO INVEST LAC Sàrl,1203 Genève,https://immoinvest-lac.ch
Immo Reflex Sàrl,1204 Genève,https://immoreflex.ch
Immo-Event SA,1244 Choulex,https://immo-event.ch
Immo-Futur,1257 La Croix-de-Rozon,https://futurimmo.ch/
IMMO2GENEVE,1205 Genève,https://www.immo2geneve.ch/
Immobilière Genevoise,1201 Genève,https://immobiliere-genevoise.ch/
Immobove SA,1290 Versoix,
Immogeste,1201 Genève,http://immogeste.ch
ImmoHeritage,1228 Plan-les-Ouates,https://www.heritagevastgoed.be/nl
Immolac Invest SA,1204 Genève,https://immolac.ch
ImmoMatter & Associés,1224 Chêne-Bougeries,https://immomatter.ch
Immomotion Sàrl,1228 Plan-les-Ouates,https://www.immomotion.ch/
ImmoPilier,1208 Genève,https://www.seloger.com/
IMMOSAM Group SA,1222 Vésenaz,https://debloquezvosventes.ch
Immotrendy,1227 Carouge GE,https://immotrendy.ch
Imodéco SA,1227 Carouge GE,
IMOGROUP Grand Genève,1225 Chêne-Bourg,https://www.imogroup-grandgeneve.com/en/
Imwire Properties,1201 Genève,https://www.imwire.ch/
Indigo Immobilier,1200 Genève,https://wstreuhand.ch
Insky immobilier,1207 Genève,https://insky-immobilier.com
International Property / Swiss Exclusive Services,1207 Genève,https://www.theswissagency.com/
Irina Gill Real Estate & Relocation,1205 Genève,
ISELI IMMOBILIER SA,1227 Carouge GE,http://www.regieiseli.ch/iseli/
Janine Haissly immobilier,1206 Genève,
Jespierre Immobilier - Genève,1208 Genève,https://jespierre.ch/
Joëlle Ettinger Relocation,1203 Genève,
John Taylor Genève,1206 Genève,https://www.john-taylor.com/
Jones Lang LaSalle (Geneva) SA,1201 Genève,https://jll.com
Joseph Henri SNC,1201 Genève,https://joseph-henri.ch/
Jouan - de Rham SA,1222 Vésenaz,http://www.jouan-derham.ch
JSRE - Estimation & Vente immobilière,1204 Genève,https://www.jsre.ch/
Julius Baer Real Estate SA,1207 Genève,https://realestate.juliusbaer.com
Julliard Immobilier,1224 Chêne-Bougeries,
KEDROS,1254 Jussy,https://kedro.org/
Kenzia,1205 Genève,
Cours des Bastions 13,1205 Genève,https://neupsy.ch/
KNGK-Global SA,1206 Genève,
KREA,1201 Genève,https://www.krea.ai/
L'APPART' Sàrl,1247 Anières,https://appart-lausanne.ch/
L'Emotion Immobilière - Alain Baruchel,1246 Corsier GE,https://l-emotion-immobiliere.ch/
La Garde Immobilier SA,1207 Genève,
La Pierre Bleue Immobilier,1204 Genève,https://lapierrebleue.ch/
La Roche Residential,1207 Genève,https://www.larocheresidential.com
LAC Tower Promotion,1205 Genève,https://lac-tower.ch
Lake Geneva Prestige,1201 Genève,https://lakegenevaprestige.ch/en/
Lands Immobilier Sàrl,1227 Carouge GE,
LaSIG Sàrl,1207 Genève,
Laura Muntmark Real Estate,1253 Vandoeuvres,https://www.muntmark.ch/
LDL IMMOBILIER,1227 Carouge GE,https://ldl-bureauimmo.be/
Le Pilier De l'Immobilier Sàrl,1227 Carouge GE,https://le-pilier.ch
Leman Keys,1207 Genève,https://lemanengineering.com/
LEMAN LOCATION Sàrl,1201 Genève,https://www.leman-relocation.com/en
Leman Property Adviser,1202 Genève,https://www.leprad.ch/en/
Lemania Immo SA,1201 Genève,http://www.lemania-immo.ch
Lemanik Home SA,1205 Genève,https://lemanikhome.ch
LEONARD PROPERTIES SA,1206 Genève,http://www.leonard-properties.com
LERNE SERVICES SA,1293 Bellevue,
Leroy & Husain immobilier,1213 Onex,
Les Régisseurs Associés,1207 Genève,https://regisseurs.ch
Lexter Immobilier,1209 Genève,https://www.lester-immobilier.fr/
Loc-Invest SA,1228 Plan-les-Ouates,
Locadvisory Sàrl,1245 Collonge-Bellerive,https://locadvisory.ch
Lp&Co développement SA,1207 Genève,https://www.lp-co.ch/
Lux SA,1227 Les Acacias,http://www.luxhomes.ch
5a route des Jeunes,1227 Les Acacias,
LUXITY,1206 Genève,https://luxity.co.za/
Lyd Services Sàrl,1208 Genève,https://www.slb.com/
M-Bertolini,1226 Thônex,
m3 Transactions & Asset Management,1201 Genève,https://m3-asset.com/
Maisons du Leman,1218 Le Grand-Saconnex,https://maisonsduleman.com
Marthe Relocation,1201 Genève,http://www.marthe-relocation.ch
Matoshi Services Sàrl,1202 Genève,
MC Immobilier Sàrl,1212 Grand-Lancy,
MC Properties,1207 Genève,https://www.mcproperties.us/
MELCARNE SA,1204 Genève,http://www.melcarne.ch
Mellender Sàrl,1205 Genève,https://mellender.ch/
Merkury,1215 Genève Aéroport,https://www.merkurysmart.com/
Metta Properties SA,1256 Troinex,https://www.mettaproperties.ch/
MG-Immo Prestige,1234 Vessy,https://mg-immo.ch/
Miléna Immobilier SA,1227 Carouge GE,
Mo-realestate,1207 Genève,https://www.zillow.com/mo/
Morel Relocation,1204 Genève,
MTB Réalisations Sàrl,1234 Vessy,http://www.mtbimmo.ch/
MVH Immobilier,1227 Carouge GE,https://mvh-immobilier.ch/
MW Property Management & Consulting,1206 Genève,http://www.mwrealestate.ch
My Family House,1234 Vessy,https://myfamilyhouse.ch
N20 Immobilier Sàrl,1205 Genève,
Esplanade de Surville 2,1213 Petit-Lancy,
Nahid Sappino Real Estate,1206 Genève,https://nsre.ch
NASH Real Estate,1206 Genève,https://www.nashrealtyinc.com/
Nathalie ITEN-SCHORDERET,1227 Les Acacias,
NEMA SA,1201 Genève,https://www.nema.org/
NEPSA,1201 Genève,http://www.nepsa.ch
NEST ASSET MANAGEMENT SA,1208 Genève,https://ne-st.ch/
Nestya SA,1204 Genève,https://nestya.ch
Nettilac SA,1207 Genève,http://nettilac.ch
NextGen Wealth Managers SA,1204 Genève,https://nextgen-wm.ch
rue du mont-de-sion 8,1204 Genève,https://www.cmhz.me/rates
NID'S PROPERTIES Sàrl,1204 Genève,https://nidsproperties.ch/
NMH SA,1242 Satigny,https://newmobilhair.ch
Noar Advisory,1292 Chambésy,https://www.noah-advisors.com/about/
Novihome SA,1212 Grand-Lancy,https://www.novihome.ch
Esplanade de Pont-Rouge 1,1212 Grand-Lancy,
NSR GROUP SA,1207 Genève,https://nsr-group.ch
OAKS GROUP SA,1208 Genève,https://oaks.ch/en
Orlando Immobilier,1204 Genève,https://orlandoimmobilier.com/
ORYX Finance,1204 Genève,https://oryx-finance.ch
PALMER Properties,1204 Genève,https://www.palmerpropertiesco.com/
PARKIMMO SA,1204 Genève,https://parkimmo.ch/
Peyrot Conseil Immobilier SA,1231 Conches,https://pc-immo.ch
Philo SA,1208 Genève,https://www.philocoffeesa.com/
Phoenix-Vauban SA,1215 Genève Aéroport,https://phoenix-vauban.com
Plafida Immobilier SA,1203 Genève,https://plafida.ch/
Polimmo SA,1227 Les Acacias,https://polimmo.ch
PolyGest SA,1214 Vernier,
Praemium Immobilier,1207 Genève,https://praemium.ch
PREO Private Real Estate Office,1245 Collonge-Bellerive,http://www.preo.ch
112A Route d'Hermance,1245 Collonge-Bellerive,
Primmo Gérance SA,1224 Chêne-Bougeries,
PRIMOGEFI SA,1204 Genève,
Privalia Immobilier SA,1224 Chêne-Bougeries,https://privalia-immobilier.ch
Privileges Real Estate SA,1201 Genève,
PRO SWISS INVEST SA,1222 Vésenaz,https://proswissinvest.com
Prokesch Immobilier SA,1224 Chêne-Bougeries,http://www.prokeschimmobilier.ch
Propriétés du Léman SA,1207 Genève,http://www.pl-immo.ch
PXC Immobilier,1222 Vésenaz,https://pxcimmobilier.ch
QUALITY LIVING,1243 Presinge,http://www.qualityliving.ch/
Rania Properties,1224 Chêne-Bougeries,http://www.raniaproperties.com
RDB Immobilier,1201 Genève,https://reprisedebailappartement.ch/fr
ReAIM,1227 Carouge GE,https://c59-geneve.ch
Realys SA,1224 Chêne-Bougeries,http://www.realys.ch
Régie du Mail,1227 Carouge GE,http://www.regies.ch
Régie Duboux SA | Genève,1290 Versoix,https://regieduboux.ch/
Régie Florissante,1202 Genève,https://regieflorissante.ch/
Régie Foncière SA,1204 Genève,https://rfgv.ch
Régie Schmid SA Genève,1224 Chêne-Bougeries,
Régie TB,1223 Cologny,http://www.regie.tv/
Régisseurs du Léman SA,1208 Genève,http://regisseursduleman.ch
Relocation Genevoise,1201 Genève,https://relocation-genevoise.ch
Relogvaexperts,1201 Genève,
REMI(COM) Genève,1207 Genève,https://www.remicom.com/
Renisma Sàrl,1212 Grand-Lancy,https://renisma.ch
Rentimo SA,1202 Genève,https://www.rentimmogroup.ch/
Retail Advisors Geneva SA,1204 Genève,https://retailadvisors.ch
REVAC IMMOBILIER S.A.,1207 Genève,https://revacimmo.ch
Rez Actifs,1205 Genève,https://rez-actifs.ch/
RGIMMO,1245 Collonge-Bellerive,https://rgimmo.ch
Rielle SA,1205 Genève,https://rielle.com
Rive Gauche Real Estate,1222 Vésenaz,
RL projets,1206 Genève,
RMC2ED Marie-Christine VAUTHIER admn.,1223 Cologny,
Roche Immobilier,1208 Genève,https://www.agencerocheimmo.com/
Rosati,1208 Genève,https://www.rosatispizza.com/
Rousseau N°5 L'Agence Immobilière,1208 Genève,https://rousseau5.ch/
Salmon Immobilier Sàrl,1205 Genève,https://salmon-immobilier.ch/
Santa Fe Relocation,1217 Meyrin,https://www.santaferelo.com/
Satellite Office Geneva,1204 Genève,https://www.satellite-office.com/en-it/
Scholliers Real Estate Sàrl,1222 Vésenaz,https://scholliersrealestate.com/
SCHWEITZER REAL ESTATE,1227 Carouge GE,http://www.schweitzer-realestate.ch
Cité Vieusseux 4,1203 Genève,
SG Courtage & Régie Swixim International,1201 Genève,
Sharpe Square SA,1204 Genève,https://www.sharpe-square.com/
Sigwalt Immo,1205 Genève,https://sigwalt-immo.ch/
Silensia Properties SA,1204 Genève,https://silensia-properties.ch/
SL Relocation,1226 Thônex,https://slrelocation-gva.online
So Properties SA,1204 Genève,https://soproperty.be/
Grand Rue 25,1204 Genève,
Société Coopérative Migros Genève - Service Immobilier & Expansion,1227 Carouge GE,
Société Immobilière Place Grenus 4 SA,1201 Genève,
SOCIÉTÉ PRIVÉE DE GÉRANCE,1208 Genève,https://www.spg.ch/
Société Privée de Gérance SA,1208 Genève,https://www.spg.ch/
SORG Luxury Properties SA,1208 Genève,https://sorg-properties.com/en/contact-us-sorg-worldwide-properties-ag
SPG - Locations commerciales,1208 Genève,
SPG - Locations générales,1208 Genève,https://www.spg.ch/en/
SPG - Locations résidentielles,1208 Genève,
SPG - Ventes d'immeubles,1208 Genève,https://www.spg.ch/
SPG - Ventes résidentielles,1208 Genève,https://www.spg.ch/vente/
SPG One - Christie's International Real Estate,1208 Genève,https://spgone.ch
spg partner sa,1207 Genève,https://spgpartner.ch/en/
SRS Relocation,1233 Bernex,https://www.southernrelocationservices.com/
Staterra SA,1203 Genève,
Stone Partners SA,1201 Genève,https://stonepartners.ch
Strategimo Sàrl,1204 Genève,https://www.strategimo.ch/
Sunny Properties Sàrl,1290 Versoix,https://www.sunny-properties.ch/
Swan Properties,1227 Carouge GE,https://www.swanerie.com/
Swiss Investment and Finance SA,1207 Genève,https://www.swissiaf.com/
Swiss Livin',1201 Genève,https://swiss-living.com/
Swiss Luxury Homes,1204 Genève,
SWISS MB IMMO SA,1227 Carouge GE,
Swiss Patrimoine Immobilier SA,1222 Vésenaz,https://spi-immo.ch
SWISS PRIVATE COMPANY SA,1204 Genève,https://swissprivatecompany.ch/
SwissReal & Services Sàrl,1219 Châtelaine,https://www.swissrealestategroup.com/about/
"37, Ch. J.-Philibert de Sauvage",1219 Châtelaine,https://armoire-a-vin.ch/en/
Swissroc Properties SA,1228 Plan-les-Ouates,https://swissroc-properties.com
Swixim Plan-les-Ouates,1228 Plan-les-Ouates,
Swixim Rive Gauche,1204 Genève,
TACCHINI Advisory,1204 Genève,https://tacchiniadvisory.com
TACTICA REAL ESTATE,1223 Cologny,http://www.tactica.com
Targa Immobilier Sàrl,1227 Carouge GE,
Tarimo Immobilier Sàrl,1294 Genthod,
Tillit Invest Sàrl,1205 Genève,https://www.tillitinvest.ch/
Trait Pure Sàrl,1234 Vessy,
Tuaz Concept,1207 Genève,
Un Toit Pour Rêver,1290 Versoix,http://untoitpourrever.ch
uni5,1204 Genève,https://uni5.ch/fr
URBAN LODGE SA,1245 Collonge-Bellerive,https://urban-lodge.ch/
VERBEL GENÈVE,1206 Genève,https://local.ch/fr/d/geneve/1206/agence-immobiliere/verbel-geneve-eg7IYbx3vhvcfrrusGfBAQ
Veyrat & Sarasin,1218 Le Grand-Saconnex,https://www.veyrat-sarasin.ch/
Vimova - Genève,1212 Grand-Lancy,https://vimova.ch/
VIRY GROUP,1224 Chêne-Bougeries,https://www.vyriy.com/en/
Visionimmo SA,1233 Bernex,https://visionimmo.ch/fr/
Voisins Services SA,1205 Genève,https://www.voisins.ch/
VPI Courtage SA,1208 Genève,https://www.vpi-sa.ch/en
Wave Art Immobilier,1206 Genève,https://www.waveart.ch/
Webissimo,1214 Vernier,http://www.identifont.com/list?1+24-CIRQUE-26R7-4K9-26RB-1X1-G-8IU-9M-20Z-23-4KH-2JR-773-4O-1K0-97-Z-76Q-9J-J-4Y-9Z-1U-U+593.1143+40AV+14+40AU+14+40AT+14+2IQW+14+2IA9+14+274X+14+L5O+14+L5P+14+L5N+14+29ZZ+14+29HH+14+5DEY+14+44EE+14+2OY3+14+2OY2+14+HA3+14+GVN+14+32XG+14+5RN5+14+274T+14+274S+14+MGV+14+445G+14+2DD9+14+K4L+14+44ZD+14+4B5H+14+3ZJ9+14+3ZJ8+14+3ZJ5+14
Weglobe Sàrl,1246 Corsier GE,
YEMA Properties Sàrl,1212 Grand-Lancy,https://www.yema-properties.ch/
Esplanade de Pont-Rouge 9A,1212 Grand-Lancy,https://matchoffice.ch/fr-CH/loyer/coworking/lancy/route-du-grand-lancy-148691
YNEO SA,1206 Genève,https://yneo.ch/?lang=en
Your Green Home SA,1227 Carouge GE,https://ygh.ch/
Zimmermann Immobilier,1202 Genève,https://www.zimmo.ch/
ZUGPARTNERS immofund,1228 Plan-les-Ouates,
