name,city,Company Full Url
"RIBAUX VON KESSEL, Services Immobiliers, SA",2000 Neuchâtel,https://www.rvksa.ch
Promenade Noire N°6,2000 Neuchâtel,https://www.promenade-noire.com/info
Roccabella Immo SA,2000 Neuchâtel,https://www.roccabellaimmo.ch/en
Rotilio Immobilier SA,2016 Cortaillod,https://rotilio-immobilier.ch
RT-Immo SA,2013 Colombier NE,https://rt-immo.ch
Fbg du Lac 5,2000 Neuchâtel,
Société coopérative d'habitation Les Rocailles,2000 Neuchâtel,https://lesrocailles.ch
Swiss-Immo-Dream,2115 Buttes,https://swiss-immo-dream.ch/
J.-L.-de-Pourtalès 1,2000 Neuchâtel,
TERRIER SA,2053 Cernier,http://www.terriersa.ch
The Swatch Group Immeubles SA,2000 Neuchâtel,https://swatchimmo.ch
Faubourg de l'Hôpital 3,2000 Neuchâtel,
VDS Immobilier Sàrl,2300 La Chaux-de-Fonds,
Vernets Parc – Swiss Select Immo SA,2035 Corcelles NE,https://www.vernets-parc.ch/
WOB-Conseils,2000 Neuchâtel,
Roc 2,2000 Neuchâtel,https://www.roc2.com/?srsltid=AfmBOoqh1qrYx7SMqxNTsPWu7Tc8awrU0_t-5WC6hMERRO9XVxWvKunG
